0,0
0.2,0.036
0.4,0.07
0.6,0.106
0.8,0.143
1,0.179
1.2,0.214
1.4,0.25
1.6,0.292
1.8,0.333
2,0.375
2.2,0.417
2.4,0.458
2.6,0.5
2.8,0.53
3,0.562
3.2,0.592
3.4,0.63
3.6,0.655
3.8,0.686
4,0.713
4.2,0.77
4.4,0.875
4.6,1
4.8,1.2
5,1.35
5.2,1.47
5.4,1.63
5.6,1.73
5.8,1.77
